Prerequisites,Concurrent Enrollment,Major,Course Name,Course Details,Credits,Repeatable
,False,Aviation Science (ASCI),ASCI 3010,Jet Transport Systems I,3,False
,False,Aviation Science (ASCI),ASCI 3020,Jet Transport Systems II,3,False
,False,Aviation Science (ASCI),ASCI 3050,Operations & Business Environment of Aviation,3,False
"FSCI 2150, FSCI 2250",False,Aviation Science (ASCI),ASCI 3070,Flight Crew Fundamentals,2,False
,False,Aviation Science (ASCI),ASCI 3100,Air Carrier Operations,3,False
,False,Aviation Science (ASCI),ASCI 3600,Airport Management,3,False
ASCI 2910,False,Aviation Science (ASCI),ASCI 3910,Co-op with Industry,1,True
,False,Aviation Science (ASCI),ASCI 3915,Internship with Industry,3,True
,False,Aviation Science (ASCI),ASCI 3930,Special Topics,3,True
,False,Aviation Science (ASCI),ASCI 3980,Independent Study,3,True
FSCI 2650,False,Aviation Science (ASCI),ASCI 4012,Introduction to Flight Crew Operations,3,False
"FSCI 2150, FSCI 2250",False,Aviation Science (ASCI),ASCI 4013,Introduction to Flight Crew Operations Laboratory,1,False
ASCI 4012,False,Aviation Science (ASCI),ASCI 4022,Advanced Flight Crew Operations,3,False
ASCI 4012,False,Aviation Science (ASCI),ASCI 4023,Advanced Flight Crew Operations Laboratory,1,False
PSY 1010,False,Aviation Science (ASCI),ASCI 4050,Human Factors,3,False
"PHIL 1700, PHIL 1707, PHIL 2050",False,Aviation Science (ASCI),ASCI 4250,Professional Ethics and Standards,3,False
ASCI 4050,False,Aviation Science (ASCI),ASCI 4350,Team Resource Management,3,False
,False,Aviation Science (ASCI),ASCI 4450,Aviation Law,3,False
ECON 1900,False,Aviation Science (ASCI),ASCI 4650,Econ of Air Transportation,3,False
,False,Aviation Science (ASCI),ASCI 4800,International Aviation,3,False
,False,Aviation Science (ASCI),ASCI 4900,Senior Seminar,3,False
ASCI 3910,False,Aviation Science (ASCI),ASCI 4910,Co-op with Industry,1,False
ASCI 3915,False,Aviation Science (ASCI),ASCI 4915,Internship with Industry,3,True
,False,Aviation Science (ASCI),ASCI 4930,Special Topics,3,True
,False,Aviation Science (ASCI),ASCI 4971,Research Problems,3,True
,False,Aviation Science (ASCI),ASCI 4980,Independent Study,3,True
,False,Biochemistry and Molecular Biology (B),B 0105,Metabolic Analyses by GC-MS,6,False
,False,Biochemistry and Molecular Biology (B),B 0303,Biochemistry and Molecular Biology Extramural Career Exploration,12,False
,False,Biochemistry and Molecular Biology (B),B 0413,Advanced Topics in Biomedical Research,1,False
,False,Biochemistry and Molecular Biology (B),B 0903,Biochemistry and Molecular Biology Research,12,True
,False,Biology (BIOL),BIOL 1010,Essentials of Biology,3,False
,False,Biology (BIOL),BIOL 1020,Genetics and Society,3,False
,False,Biology (BIOL),BIOL 1100,Introduction to Biology,4,False
,False,Biology (BIOL),BIOL 1200,Ecological Issues and Society,3,False
,False,Biology (BIOL),BIOL 1240,General Biology: Information Flow and Evolution,3,False
,False,Biology (BIOL),BIOL 1245,Principles of Biology I Laboratory,1,False
,False,Biology (BIOL),BIOL 1260,General Biology: Transformations of Energy and Matter,3,False
,False,Biology (BIOL),BIOL 1265,Principles of Biology II Laboratory,1,False
,False,Biology (BIOL),BIOL 1340,Diversity of Life,3,False
,False,Biology (BIOL),BIOL 1460,Exercise and Health,3,False
,False,Biology (BIOL),BIOL 1500,Plants and People,3,False
,False,Biology (BIOL),BIOL 1600,Microbiology for Nursing,3,False
,False,Biology (BIOL),BIOL 1930,Special Topics,4,True
,False,Biology (BIOL),BIOL 1931,Special Topics,3,False
,False,Biology (BIOL),BIOL 1980,Independent Study,3,True
,False,Biology (BIOL),BIOL 2600,Human Physiology,3,False
,False,Biology (BIOL),BIOL 2800,Biology for Education Majors,4,False
,False,Biology (BIOL),BIOL 2930,Special Topics,3,True
,False,Biology (BIOL),BIOL 2980,Independent Study,3,True
"BIOL 1240, BIOL 1245, BIOL 1260, BIOL 1265",False,Biology (BIOL),BIOL 3010,Evolutionary Biology,3,False
"BIOL 1240, BIOL 1260, BIOL 1245, BIOL 1265, CHEM 1110, CHEM 1130, CHEM 1120, CHEM 1140",False,Biology (BIOL),BIOL 3020,Biochemistry and Molecular Biology,3,False
"BIOL 3020, CHEM 4620",False,Biology (BIOL),BIOL 3030,Principles of Genetics,3,False
"BIOL 1240, BIOL 1245, BIOL 1260, BIOL 1265, CHEM 1115, CHEM 1125, CHEM 1110, CHEM 1130, CHEM 1120, CHEM 1140",True,Biology (BIOL),BIOL 3040,Cell Structure & Function,3,False
,False,Biology (BIOL),BIOL 3050,Ecosystems Ecology,3,False
"BIOL 3040, BIOL 1240, BIOL 1245, BIOL 1260, BIOL 1265, CHEM 1120",True,Biology (BIOL),BIOL 3060,Cell Structure & Function Laboratory,1,False
BIOL 3030,True,Biology (BIOL),BIOL 3100,Experiments in Genetics Lab,1,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 3220,Biology of Invertebrates,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 3260,Biology of Plants & Fungi,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 3280,Ethnobotany,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 3420,Comparative Anatomy of the Vertebrates,5,False
"BIOL 1260, BIOL 1265, BIOL 1240, BIOL 1245",False,Biology (BIOL),BIOL 3450,Economic Botany,3,False
BIOL 4540,True,Biology (BIOL),BIOL 3470,General Physiology Laboratory,1,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 3490,Plant Physiology,3,False
,False,Biology (BIOL),BIOL 3910,Internship,6,True
,False,Biology (BIOL),BIOL 3930,Special Topics,3,True
,False,Biology (BIOL),BIOL 3980,Independent Study,3,True
BIOL 3010,False,Biology (BIOL),BIOL 4010,"Sex, Evolution, and Behavior",3,False
"BIOL 3020, BIOL 3030",False,Biology (BIOL),BIOL 4030,Introduction to Genomics,3,False
BIOL 3020,True,Biology (BIOL),BIOL 4050,Molecular Technique Lab,2,False
"BIOL 3020, BIOL 3040",False,Biology (BIOL),BIOL 4070,Advanced Biological Chemistry,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4090,Plant Ecology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4100,Natural History of Vertebrates,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4115,Forest Park Living Lab Field Ecology Techniques,1,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4120,Field Botany,5,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4130,Field Mammalogy,5,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4140,Field Ornithology,5,False
BIOL 3020,False,Biology (BIOL),BIOL 4160,Microbial Ecology and Molecular Evolution,4,False
,False,Biology (BIOL),BIOL 4190,GIS in Biology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4200,Aquatic Ecology,4,False
,False,Biology (BIOL),BIOL 4240,General and Medical Entomology,4,False
"BIOL 3040, BIOL 3020",False,Biology (BIOL),BIOL 4250,Neurobiology of Disease,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4260,Biology of Amphibians and Reptiles,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4280,Biology of Fishes,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4320,Cave Biology,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4330,Spring Flora of the Ozarks,4,False
"BIOL 1260, BIOL 1265, BIOL 1240, BIOL 1245",False,Biology (BIOL),BIOL 4360,Animal Behavior,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 4360, BIOL 3020, BIOL 3040, BIOL 1245",True,Biology (BIOL),BIOL 4370,Animal Behavior Lab,1,False
BIOL 3020,False,Biology (BIOL),BIOL 4410,Comparative Animal Physiology,3,False
"BIOL 3040, BIOL 3020",False,Biology (BIOL),BIOL 4430,Principles of Virology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4440,Vertebrate Histology: Structure and Function of Tissues,4,False
BIOL 3040,False,Biology (BIOL),BIOL 4460,Exercise Physiology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4480,Conservation Biology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4510,Behavioral Endocrinology,3,False
"BIOL 3040, BIOL 3020",False,Biology (BIOL),BIOL 4520,Biochemical Pharmacology,3,False
BIOL 3020,True,Biology (BIOL),BIOL 4540,Human Systemic Physiology,3,False
"BIOL 3010, BIOL 3030",False,Biology (BIOL),BIOL 4580,Applied Population Genetics,3,False
"BIOL 3020, BIOL 3040",False,Biology (BIOL),BIOL 4600,Developmental Biology,3,False
"BIOL 3040, BIOL 3020",False,Biology (BIOL),BIOL 4630,Foundations of Immunobiology,3,False
"BIOL 3020, BIOL 3040, BIOL 4630",True,Biology (BIOL),BIOL 4635,Immunobiology Lab,1,False
"BIOL 3020, BIOL 3040",False,Biology (BIOL),BIOL 4640,General Microbiology,3,False
"BIOL 3020, BIOL 3040, BIOL 4640",True,Biology (BIOL),BIOL 4650,General Microbiology Laboratory,2,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4670,Population Biology,3,False
"BIOL 3020, BIOL 3030",False,Biology (BIOL),BIOL 4700,Molecular Biology,3,False
"BIOL 3020, BIOL 3040",False,Biology (BIOL),BIOL 4720,Cancer Biology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4750,General Ecology,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, BIOL 1245",False,Biology (BIOL),BIOL 4760,General Ecology Laboratory,1,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4790,Biometry,4,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4890,Senior Inquiry: Comprehensive Examination,1,False
BIOL 4480,False,Biology (BIOL),BIOL 4910,Internship in Conservation,6,True
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4911,Integrated Bioinformatics Internship,3,False
"BIOL 1240, BIOL 1260, BIOL 1265, CHEM 1120, BIOL 1245",False,Biology (BIOL),BIOL 4912,Internship in Plant Science,3,True
"BIOL 3020, BIOL 3030, BIOL 3040",False,Biology (BIOL),BIOL 4930,Special Topics,4,True
,False,Biology (BIOL),BIOL 4960,Independent Research,3,True
,False,Biology (BIOL),BIOL 4970,Library Project,3,True
,False,Biology (BIOL),BIOL 4975,Advanced Independent Research,4,True
,False,Biology (BIOL),BIOL 4980,Advanced Independent Study,4,True
MATH 1520,False,Biomedical Engineering (BME),BME 2000,Biomedical Engineering Computing,3,False
"BIOL 1240, PHYS 1610",False,Biomedical Engineering (BME),BME 2200,Applied Physiology for Engineers,3,False
,False,Biomedical Engineering (BME),BME 2910,Co-Op with Industry,3,True
,False,Biomedical Engineering (BME),BME 2930,Special Topics,3,True
,False,Biomedical Engineering (BME),BME 2980,Independent Study,3,True
"BME 3200, ECE 2001, ECE 2002",False,Biomedical Engineering (BME),BME 3000,Engineering Entrepreneurship,3,False
"BME 2000, ECE 2001, ECE 2002, MATH 3550",False,Biomedical Engineering (BME),BME 3100,Signals,3,False
"BME 3100, ECE 3150, BME 2200, BIOL 2600, BME 4930",False,Biomedical Engineering (BME),BME 3150,Biomedical Instrumentation,3,False
PHYS 1610,False,Biomedical Engineering (BME),BME 3200,Mechanics,3,False
"BME 2000, CSCI 1060, BME 3200, MATH 3550, PHYS 3410",False,Biomedical Engineering (BME),BME 3300,Transport Fundamentals,3,False
"BME 3200, CHEM 1120",False,Biomedical Engineering (BME),BME 3400,Materials Science,3,False
"BME 3400, BME 3100, BME 3300",True,Biomedical Engineering (BME),BME 3840,Junior Lab,1,True
,False,Biomedical Engineering (BME),BME 3850,Design of Biomedical Engineering Lab Experiments,2,False
,False,Biomedical Engineering (BME),BME 3915,Internship with Industry,3,False
,False,Biomedical Engineering (BME),BME 3930,Special Topics,4,True
,False,Biomedical Engineering (BME),BME 3980,Independent Study,3,True
"BME 3100, ECE 3150, BME 2000, BME 2200, BIOL 2600",False,Biomedical Engineering (BME),BME 4100,Biomedical Signals,3,False
BME 3100,False,Biomedical Engineering (BME),BME 4130,Medical Imaging,3,False
"BME 2000, BME 3100",False,Biomedical Engineering (BME),BME 4150,Brain Computer Interface,3,False
"BME 2200, BIOL 2600, BME 4930, BME 3200, BME 3400",True,Biomedical Engineering (BME),BME 4200,Biomechanics,3,False
BME 3200,False,Biomedical Engineering (BME),BME 4210,Human Movement Biomechanics,3,False
"BIOL 2600, BME 2200, BME 3300",False,Biomedical Engineering (BME),BME 4300,Biotransport,3,False
"BME 3300, BME 4400",False,Biomedical Engineering (BME),BME 4320,Drug Delivery,3,False
"BME 3400, BIOL 2600, BME 2200, PHYS 3410, STAT 3850, MATH 3850",True,Biomedical Engineering (BME),BME 4400,Biomaterials,3,False
"BME 3300, BME 4400, STAT 3850, MATH 3850",False,Biomedical Engineering (BME),BME 4410,Tissue Engineering,3,False
BME 4400,False,Biomedical Engineering (BME),BME 4430,Regenerative Engineering,3,False
"BME 2000, BME 3100, BME 3300",False,Biomedical Engineering (BME),BME 4600,Quantitative Physiology I,3,False
BME 4600,False,Biomedical Engineering (BME),BME 4650,Quantitative Physiology II,3,False
BME 3100,True,Biomedical Engineering (BME),BME 4700,Biomedical Engineering Innovation and Entrepreneurship,3,False
,False,Biomedical Engineering (BME),BME 4915,Internship with Industry,3,False
BIOL 1240,False,Biomedical Engineering (BME),BME 4930,Special Topics in Biomedical Engineering,3,True
"BME 3150, BME 3840",False,Biomedical Engineering (BME),BME 4950,Senior Project I,3,False
BME 4950,False,Biomedical Engineering (BME),BME 4960,Senior Project II,3,False
,False,Biomedical Engineering (BME),BME 4970,Independent Research,2,True
,False,Biomedical Engineering (BME),BME 4980,Independent Research,3,True
,False,Biomedical Laboratory Science (BLS),BLS 1000,The Power of Laboratory Medicine,2,False
,False,Biomedical Laboratory Science (BLS),BLS 1100,Foundations of Medical Sciences,2,False
,False,Biomedical Laboratory Science (BLS),BLS 1150,Foundations of Medical Laboratory Science Lab,1,False
,False,Biomedical Laboratory Science (BLS),BLS 1850,Research,3,True
BLS 1850,False,Biomedical Laboratory Science (BLS),BLS 2850,Research,3,True
"BIOL 3020, PPY 2540, HSCI 3300, HSCI 3310, HSCI 3400, HSCI 3410, HSCI 3510",False,Biomedical Laboratory Science (BLS),BLS 3110,Urinalysis & Body Fluids,2,False
BLS 2850,False,Biomedical Laboratory Science (BLS),BLS 3850,Research,3,True
,False,Biomedical Laboratory Science (BLS),BLS 3930,Special Topics,3,True
"BIOL 3020, CHEM 2410",False,Biomedical Laboratory Science (BLS),BLS 4110,Medical Biochemistry I,3,False
BLS 4110,False,Biomedical Laboratory Science (BLS),BLS 4120,Medical Biochemistry II,2,False
BIOL 3020,False,Biomedical Laboratory Science (BLS),BLS 4130,Principles & Techniques in Molecular Biology,2,False
BIOL 3020,False,Biomedical Laboratory Science (BLS),BLS 4210,Hematology,4,False
BIOL 3020,False,Biomedical Laboratory Science (BLS),BLS 4220,Hemostasis and Thrombosis,2,False
BLS 4411,False,Biomedical Laboratory Science (BLS),BLS 4310,Immunohematology,3,False
BIOL 3020,False,Biomedical Laboratory Science (BLS),BLS 4411,Fundamentals of Immunology,2,False
BLS 4411,False,Biomedical Laboratory Science (BLS),BLS 4420,Medical Immunology,2,False
"BIOL 1100, BIOL 1240, CHEM 1120",False,Biomedical Laboratory Science (BLS),BLS 4510,Medical Microbiology,4,False
"MATH 1300, STAT 1300",False,Biomedical Laboratory Science (BLS),BLS 4610,"Research Design, Critique & Presentation",3,False
BLS 3850,False,Biomedical Laboratory Science (BLS),BLS 4850,Research,3,True
,False,Biostatistics (BST),BST 3000,Intro to Statistical Computing,3,False
"MATH 1320, MATH 1400",False,Biostatistics (BST),BST 3100,Applied Biostatistics I,3,False
"BST 3000, BST 3100",False,Biostatistics (BST),BST 3200,Applied Biostatistics II,3,False
,False,Biostatistics (BST),BST 3910,Internship,6,False
,False,Biostatistics (BST),BST 3930,Special Topics,3,True
